2026-03-17 17:41:17.712 | INFO     | spreadsheet:_load_data:52 - Loaded 2 rows from ./uploads\merged_session_1773749176.csv
2026-03-17 17:41:18.379 | INFO     | spreadsheet:_load_data:52 - Loaded 2 rows from ./uploads\merged_session_1773749176.csv
2026-03-17 17:41:19.696 | INFO     | spreadsheet:_load_data:52 - Loaded 2 rows from ./uploads\merged_session_1773749176.csv
2026-03-17 17:41:19.696 | DEBUG    | spreadsheet:update_user_status:116 - Updated row 1: status=approved, reply=none
2026-03-17 17:41:19.697 | INFO     | __main__:approve_message:352 - Message for row 1 approved.
2026-03-17 17:41:19.899 | INFO     | spreadsheet:_load_data:52 - Loaded 2 rows from ./uploads\merged_session_1773749176.csv
2026-03-17 17:42:18.072 | INFO     | bot:stop:73 - Closing browser...
2026-03-17 17:42:18.072 | INFO     | bot:stop:73 - Closing browser...
2026-03-20 10:47:13.259 | INFO     | __main__:<module>:428 - Starting Flask server on http://localhost:5000
2026-03-20 10:47:25.810 | INFO     | spreadsheet:_load_data:52 - Loaded 56 rows from ./uploads\part_1773983845_X.xlsx
2026-03-20 10:56:22.219 | INFO     | __main__:<module>:428 - Starting Flask server on http://localhost:5000
2026-03-20 10:56:28.170 | INFO     | spreadsheet:_load_data:52 - Loaded 56 rows from ./uploads\part_1773984388_X.xlsx
2026-03-20 10:57:35.557 | INFO     | __main__:generate_messages:291 - Generation subprocess started (model=openai/gpt-oss-120b).
2026-03-20 10:57:36.785 | INFO     | __main__:main:51 - Worker started. AI mode: ON | Models: openai/gpt-oss-120b
2026-03-20 10:57:36.789 | INFO     | spreadsheet:_load_data:52 - Loaded 56 rows from ./uploads\merged_session_1773984388.csv
2026-03-20 10:57:36.789 | INFO     | __main__:main:61 - Running in GENERATE-ONLY mode.
2026-03-20 10:57:36.789 | INFO     | __main__:main:81 - Found 56 users to process for generation.
2026-03-20 10:57:36.789 | INFO     | __main__:main:93 - Generating AI messages for @thescottleese...
2026-03-20 10:57:45.346 | SUCCESS  | ai_generator:generate_dm:326 - AI message generated for @thescottleese via openai/gpt-oss-120b (274 chars)
2026-03-20 10:57:50.637 | SUCCESS  | ai_generator:generate_dm:326 - AI message generated for @thescottleese via openai/gpt-oss-120b (352 chars)
2026-03-20 10:57:55.105 | INFO     | spreadsheet:_load_data:52 - Loaded 56 rows from ./uploads\merged_session_1773984388.csv
2026-03-20 10:57:55.914 | INFO     | spreadsheet:_load_data:52 - Loaded 56 rows from ./uploads\merged_session_1773984388.csv
2026-03-20 10:58:03.065 | INFO     | spreadsheet:_load_data:52 - Loaded 56 rows from ./uploads\merged_session_1773984388.csv
2026-03-20 10:58:03.470 | INFO     | spreadsheet:_load_data:52 - Loaded 56 rows from ./uploads\merged_session_1773984388.csv
2026-03-20 10:58:14.969 | SUCCESS  | ai_generator:generate_dm:326 - AI message generated for @thescottleese via openai/gpt-oss-120b (292 chars)
2026-03-20 10:58:14.974 | INFO     | __main__:main:128 - Messages generated for @thescottleese. Awaiting manual approval.
2026-03-20 10:58:14.977 | DEBUG    | spreadsheet:update_user_status:116 - Updated row 0: status=pending_approval, reply=none
2026-03-20 10:58:14.977 | INFO     | __main__:main:93 - Generating AI messages for @HaveAIDoIt...
2026-03-20 10:58:24.683 | SUCCESS  | ai_generator:generate_dm:326 - AI message generated for @HaveAIDoIt via openai/gpt-oss-120b (259 chars)
2026-03-20 10:58:48.817 | INFO     | spreadsheet:_load_data:52 - Loaded 56 rows from ./uploads\merged_session_1773984388.csv
2026-03-20 10:58:49.925 | INFO     | spreadsheet:_load_data:52 - Loaded 56 rows from ./uploads\merged_session_1773984388.csv
2026-03-20 10:58:51.519 | INFO     | spreadsheet:_load_data:52 - Loaded 56 rows from ./uploads\merged_session_1773984388.csv
2026-03-20 10:58:52.912 | INFO     | spreadsheet:_load_data:52 - Loaded 56 rows from ./uploads\merged_session_1773984388.csv
2026-03-20 10:58:54.428 | INFO     | spreadsheet:_load_data:52 - Loaded 56 rows from ./uploads\merged_session_1773984388.csv
2026-03-20 10:58:54.460 | SUCCESS  | ai_generator:generate_dm:326 - AI message generated for @HaveAIDoIt via openai/gpt-oss-120b (372 chars)
2026-03-20 10:59:01.748 | SUCCESS  | ai_generator:generate_dm:326 - AI message generated for @HaveAIDoIt via openai/gpt-oss-120b (335 chars)
2026-03-20 10:59:01.751 | INFO     | __main__:main:128 - Messages generated for @HaveAIDoIt. Awaiting manual approval.
2026-03-20 10:59:01.755 | DEBUG    | spreadsheet:update_user_status:116 - Updated row 1: status=pending_approval, reply=none
2026-03-20 10:59:01.755 | INFO     | __main__:main:93 - Generating AI messages for @JaymeSelwy65901...
2026-03-20 10:59:14.466 | SUCCESS  | ai_generator:generate_dm:326 - AI message generated for @JaymeSelwy65901 via openai/gpt-oss-120b (327 chars)
2026-03-20 10:59:24.139 | SUCCESS  | ai_generator:generate_dm:326 - AI message generated for @JaymeSelwy65901 via openai/gpt-oss-120b (315 chars)
2026-03-20 10:59:35.722 | SUCCESS  | ai_generator:generate_dm:326 - AI message generated for @JaymeSelwy65901 via openai/gpt-oss-120b (329 chars)
2026-03-20 10:59:35.725 | INFO     | __main__:main:128 - Messages generated for @JaymeSelwy65901. Awaiting manual approval.
2026-03-20 10:59:35.731 | DEBUG    | spreadsheet:update_user_status:116 - Updated row 2: status=pending_approval, reply=none
